purchase_id,purchase_date,store_id,supplier_id,product_id,quantity,unit_cost,expected_delivery,actual_delivery,delivery_status,purchase_value
PUR006363,2017-04-20,ST029,SUP007,FUR-BO-10001972,10,102.27,2017-04-26,2017-04-25,Early,1022.6999999999999
PUR006364,2017-04-20,ST401,SUP008,OFF-PA-10003349,10,3.57,2017-04-25,2017-04-24,Early,35.699999999999996
PUR006365,2017-04-20,ST158,SUP013,OFF-LA-10000248,17,1.94,2017-04-25,2017-04-29,Late,32.98
PUR006366,2017-04-20,ST387,SUP002,FUR-BO-10003894,16,46.23,2017-04-24,2017-04-23,Early,739.68
PUR006367,2017-04-20,ST510,SUP004,OFF-AP-10001205,14,35.51,2017-04-27,2017-05-01,Late,497.14
PUR006368,2017-04-20,ST057,SUP014,OFF-AP-10001303,4,10.05,2017-04-25,2017-04-30,Late,40.2
PUR006369,2017-04-20,ST193,SUP001,OFF-AR-10001446,16,8.86,2017-04-27,2017-04-30,Late,141.76
PUR006370,2017-04-20,ST062,SUP004,TEC-AC-10003237,14,6.48,2017-04-26,2017-04-28,Late,90.72
PUR006371,2017-04-20,ST609,SUP006,OFF-BI-10004465,16,3.58,2017-04-27,2017-04-28,Late,57.28
PUR006372,2017-04-20,ST407,SUP014,OFF-AR-10001026,14,1.33,2017-04-26,2017-04-30,Late,18.62
PUR006373,2017-04-20,ST254,SUP003,OFF-BI-10001191,9,13.92,2017-04-24,2017-04-28,Late,125.28
PUR006374,2017-04-20,ST111,SUP008,OFF-PA-10000100,16,19.06,2017-04-25,2017-04-28,Late,304.96
PUR006375,2017-04-20,ST508,SUP010,OFF-PA-10001534,2,3.56,2017-04-23,2017-04-24,Late,7.12
PUR006376,2017-04-20,ST256,SUP004,OFF-AP-10003040,3,25.17,2017-04-24,2017-04-24,On Time,75.51
PUR006377,2017-04-20,ST416,SUP001,OFF-PA-10000143,11,2.59,2017-04-25,2017-04-28,Late,28.49
PUR006378,2017-04-20,ST555,SUP015,OFF-BI-10003638,17,10.02,2017-04-27,2017-04-30,Late,170.34
PUR006379,2017-04-20,ST176,SUP011,OFF-PA-10003656,8,14.6,2017-04-24,2017-04-26,Late,116.8
PUR006380,2017-04-20,ST592,SUP001,TEC-PH-10002262,12,43.7,2017-04-26,2017-04-26,On Time,524.4000000000001
PUR006381,2017-04-20,ST333,SUP015,FUR-FU-10003832,6,6.79,2017-04-27,2017-05-02,Late,40.74
PUR006382,2017-04-20,ST346,SUP009,OFF-BI-10000145,6,1.65,2017-04-25,2017-04-26,Late,9.899999999999999
PUR006383,2017-04-20,ST217,SUP002,OFF-ST-10000689,12,136.32,2017-04-27,2017-05-02,Late,1635.84
PUR006384,2017-04-20,ST025,SUP007,OFF-BI-10003196,5,2.02,2017-04-24,2017-04-25,Late,10.1
PUR006385,2017-04-20,ST241,SUP013,OFF-PA-10003724,18,2.97,2017-04-26,2017-04-28,Late,53.46
PUR006386,2017-04-20,ST561,SUP004,FUR-TA-10002645,19,191.16,2017-04-26,2017-04-26,On Time,3632.04
PUR006387,2017-04-20,ST198,SUP014,OFF-AR-10004511,14,3.18,2017-04-24,2017-04-24,On Time,44.52
PUR006388,2017-04-20,ST242,SUP005,OFF-BI-10004001,19,8.31,2017-04-26,2017-04-27,Late,157.89000000000001
PUR006389,2017-04-20,ST424,SUP005,OFF-SU-10000432,16,3.21,2017-04-26,2017-05-01,Late,51.36
PUR006390,2017-04-20,ST492,SUP012,TEC-MA-10003173,10,7.1,2017-04-25,2017-04-24,Early,71.0
PUR006391,2017-04-20,ST091,SUP013,TEC-AC-10002167,14,12.63,2017-04-24,2017-04-23,Early,176.82000000000002
PUR006392,2017-04-20,ST341,SUP008,OFF-EN-10001509,14,1.02,2017-04-25,2017-04-25,On Time,14.280000000000001
PUR006393,2017-04-20,ST039,SUP007,TEC-PH-10003215,20,15.1,2017-04-23,2017-04-24,Late,302.0
PUR006394,2017-04-20,ST526,SUP001,OFF-LA-10000134,13,1.61,2017-04-23,2017-04-22,Early,20.93
PUR006395,2017-04-20,ST379,SUP002,TEC-PH-10000038,10,125.01,2017-04-26,2017-04-26,On Time,1250.1000000000001
PUR006396,2017-04-20,ST220,SUP005,TEC-AC-10003709,19,0.51,2017-04-26,2017-04-25,Early,9.69
PUR006397,2017-04-20,ST122,SUP007,TEC-PH-10002660,4,50.12,2017-04-23,2017-04-24,Late,200.48
PUR006398,2017-04-20,ST204,SUP014,OFF-BI-10003707,14,8.27,2017-04-26,2017-04-25,Early,115.78
PUR006399,2017-04-20,ST410,SUP003,OFF-AP-10001271,4,37.34,2017-04-23,2017-04-28,Late,149.36
PUR006400,2017-04-20,ST277,SUP012,TEC-AC-10004568,12,21.95,2017-04-26,2017-04-27,Late,263.4
PUR006401,2017-05-05,ST513,SUP007,OFF-BI-10001758,10,2.65,2017-05-09,2017-05-11,Late,26.5
PUR006402,2017-05-05,ST238,SUP015,OFF-BI-10004040,18,2.78,2017-05-11,2017-05-13,Late,50.04
PUR006403,2017-05-05,ST028,SUP013,OFF-AR-10003338,4,6.13,2017-05-09,2017-05-10,Late,24.52
PUR006404,2017-05-05,ST288,SUP006,TEC-AC-10003280,10,24.32,2017-05-10,2017-05-15,Late,243.2
PUR006405,2017-05-05,ST435,SUP007,OFF-AR-10001662,20,1.94,2017-05-08,2017-05-07,Early,38.8
PUR006406,2017-05-05,ST089,SUP014,TEC-AC-10004859,9,11.52,2017-05-08,2017-05-11,Late,103.67999999999999
PUR006407,2017-05-05,ST156,SUP003,TEC-PH-10002085,15,50.23,2017-05-11,2017-05-16,Late,753.4499999999999
PUR006408,2017-05-05,ST386,SUP009,TEC-CO-10001943,6,115.67,2017-05-12,2017-05-14,Late,694.02
PUR006409,2017-05-05,ST102,SUP012,TEC-PH-10002293,10,14.93,2017-05-11,2017-05-15,Late,149.3
PUR006410,2017-05-05,ST238,SUP009,TEC-PH-10002890,8,32.74,2017-05-12,2017-05-13,Late,261.92
PUR006411,2017-05-05,ST462,SUP006,OFF-PA-10002586,3,2.87,2017-05-08,2017-05-13,Late,8.61
PUR006412,2017-05-05,ST620,SUP001,OFF-LA-10001074,20,6.23,2017-05-12,2017-05-11,Early,124.60000000000001
PUR006413,2017-05-05,ST370,SUP015,OFF-PA-10001950,15,4.75,2017-05-08,2017-05-11,Late,71.25
PUR006414,2017-05-05,ST266,SUP007,FUR-CH-10000225,5,70.31,2017-05-08,2017-05-08,On Time,351.55
PUR006415,2017-05-05,ST258,SUP011,OFF-BI-10001249,10,3.66,2017-05-12,2017-05-13,Late,36.6
PUR006416,2017-05-05,ST475,SUP008,OFF-ST-10000617,8,2.98,2017-05-08,2017-05-07,Early,23.84
PUR006417,2017-05-05,ST585,SUP008,OFF-PA-10004000,15,2.25,2017-05-10,2017-05-14,Late,33.75
PUR006418,2017-05-05,ST128,SUP012,OFF-LA-10001297,20,5.2,2017-05-10,2017-05-15,Late,104.0
PUR006419,2017-05-05,ST262,SUP006,OFF-PA-10000143,7,2.8,2017-05-10,2017-05-13,Late,19.599999999999998
PUR006420,2017-05-05,ST301,SUP006,FUR-CH-10000785,14,131.99,2017-05-09,2017-05-14,Late,1847.8600000000001
PUR006421,2017-05-05,ST488,SUP013,TEC-PH-10003356,4,5.52,2017-05-10,2017-05-15,Late,22.08
PUR006422,2017-05-05,ST173,SUP006,OFF-PA-10002606,15,2.69,2017-05-12,2017-05-11,Early,40.35
PUR006423,2017-05-05,ST069,SUP015,FUR-CH-10000553,2,22.85,2017-05-11,2017-05-11,On Time,45.7
PUR006424,2017-05-05,ST292,SUP010,TEC-PH-10003095,10,10.55,2017-05-10,2017-05-13,Late,105.5
PUR006425,2017-05-05,ST121,SUP011,OFF-ST-10001228,7,9.79,2017-05-11,2017-05-15,Late,68.53
PUR006426,2017-05-05,ST167,SUP014,OFF-AP-10001947,8,13.14,2017-05-11,2017-05-12,Late,105.12
PUR006427,2017-05-05,ST094,SUP012,FUR-FU-10002268,18,3.36,2017-05-08,2017-05-07,Early,60.48
PUR006428,2017-05-05,ST570,SUP008,OFF-EN-10002500,4,6.95,2017-05-08,2017-05-08,On Time,27.8
PUR006429,2017-05-05,ST460,SUP006,OFF-LA-10004425,11,1.57,2017-05-11,2017-05-10,Early,17.27
PUR006430,2017-05-05,ST580,SUP005,OFF-AR-10003056,9,2.76,2017-05-10,2017-05-13,Late,24.839999999999996
PUR006431,2017-05-05,ST296,SUP015,TEC-AC-10002331,11,5.66,2017-05-09,2017-05-13,Late,62.260000000000005
PUR006432,2017-05-05,ST154,SUP006,OFF-AR-10001246,9,2.01,2017-05-12,2017-05-12,On Time,18.089999999999996
PUR006433,2017-05-05,ST548,SUP011,FUR-TA-10004915,8,254.31,2017-05-11,2017-05-15,Late,2034.48
PUR006434,2017-05-05,ST504,SUP011,OFF-BI-10000343,13,2.79,2017-05-12,2017-05-15,Late,36.27
PUR006435,2017-05-05,ST142,SUP001,OFF-PA-10000357,5,25.67,2017-05-11,2017-05-12,Late,128.35000000000002
PUR006436,2017-05-05,ST484,SUP008,TEC-PH-10004071,14,6.96,2017-05-08,2017-05-13,Late,97.44
PUR006437,2017-05-05,ST134,SUP009,OFF-LA-10000407,4,2.6,2017-05-08,2017-05-13,Late,10.4
PUR006438,2017-05-05,ST039,SUP008,FUR-CH-10002320,18,241.1,2017-05-12,2017-05-17,Late,4339.8
PUR006439,2017-05-05,ST003,SUP012,OFF-BI-10000977,10,15.01,2017-05-11,2017-05-15,Late,150.1
PUR006440,2017-05-05,ST123,SUP007,OFF-PA-10003724,20,2.56,2017-05-08,2017-05-09,Late,51.2
PUR006441,2017-05-05,ST084,SUP007,FUR-CH-10002331,14,267.6,2017-05-08,2017-05-11,Late,3746.4000000000005
PUR006442,2017-05-05,ST591,SUP013,FUR-CH-10001482,18,110.54,2017-05-11,2017-05-12,Late,1989.72
PUR006443,2017-05-05,ST310,SUP013,FUR-FU-10001706,11,1.5,2017-05-11,2017-05-11,On Time,16.5
PUR006444,2017-05-05,ST345,SUP014,OFF-AR-10000588,18,15.91,2017-05-09,2017-05-09,On Time,286.38
PUR006445,2017-05-05,ST495,SUP011,TEC-AC-10001838,17,125.39,2017-05-10,2017-05-13,Late,2131.63
PUR006446,2017-05-05,ST481,SUP001,FUR-TA-10002903,17,195.74,2017-05-12,2017-05-15,Late,3327.58
PUR006447,2017-05-05,ST249,SUP006,OFF-BI-10004584,5,171.91,2017-05-09,2017-05-10,Late,859.55
PUR006448,2017-05-05,ST569,SUP013,OFF-PA-10001972,5,3.14,2017-05-08,2017-05-11,Late,15.700000000000001
PUR006449,2017-05-05,ST495,SUP007,OFF-LA-10004093,7,4.07,2017-05-12,2017-05-15,Late,28.490000000000002
PUR006450,2017-05-05,ST416,SUP011,OFF-ST-10000636,3,16.44,2017-05-11,2017-05-15,Late,49.32000000000001
PUR006451,2017-05-05,ST370,SUP007,TEC-PH-10002103,2,62.91,2017-05-09,2017-05-12,Late,125.82
PUR006452,2017-05-05,ST370,SUP011,FUR-CH-10000513,8,126.07,2017-05-11,2017-05-10,Early,1008.56
PUR006453,2017-05-05,ST543,SUP013,TEC-AC-10000682,15,10.37,2017-05-09,2017-05-08,Early,155.54999999999998
PUR006454,2017-05-05,ST484,SUP004,OFF-PA-10000349,2,2.81,2017-05-08,2017-05-13,Late,5.62
PUR006455,2017-05-05,ST458,SUP001,OFF-PA-10000289,20,3.6,2017-05-08,2017-05-13,Late,72.0
PUR006456,2017-05-05,ST063,SUP013,FUR-CH-10003746,9,230.52,2017-05-12,2017-05-16,Late,2074.6800000000003
PUR006457,2017-05-05,ST446,SUP007,OFF-PA-10004610,18,2.47,2017-05-12,2017-05-12,On Time,44.46
PUR006458,2017-05-05,ST036,SUP013,TEC-AC-10000927,7,24.49,2017-05-12,2017-05-15,Late,171.42999999999998
PUR006459,2017-05-05,ST609,SUP005,OFF-ST-10002486,9,6.53,2017-05-09,2017-05-13,Late,58.77
PUR006460,2017-05-05,ST554,SUP005,OFF-AR-10003514,15,2.66,2017-05-11,2017-05-16,Late,39.900000000000006
PUR006461,2017-05-05,ST631,SUP003,OFF-AR-10000634,15,3.4,2017-05-11,2017-05-12,Late,51.0
PUR006462,2017-05-05,ST294,SUP013,OFF-PA-10004621,3,3.61,2017-05-10,2017-05-15,Late,10.83
PUR006463,2017-05-05,ST137,SUP008,OFF-AP-10002350,12,13.28,2017-05-11,2017-05-13,Late,159.35999999999999
PUR006464,2017-05-05,ST092,SUP005,FUR-FU-10004904,14,65.0,2017-05-12,2017-05-15,Late,910.0
PUR006465,2017-05-05,ST601,SUP008,FUR-BO-10004409,7,51.13,2017-05-10,2017-05-12,Late,357.91
PUR006466,2017-05-05,ST042,SUP001,OFF-BI-10002764,17,1.67,2017-05-09,2017-05-10,Late,28.39
PUR006467,2017-05-05,ST153,SUP013,OFF-PA-10001243,12,3.21,2017-05-08,2017-05-08,On Time,38.519999999999996
PUR006468,2017-05-05,ST627,SUP007,FUR-TA-10002958,15,237.19,2017-05-09,2017-05-08,Early,3557.85
PUR006469,2017-05-05,ST399,SUP012,FUR-FU-10003268,8,29.59,2017-05-10,2017-05-11,Late,236.72
PUR006470,2017-05-05,ST454,SUP006,OFF-AP-10000938,7,79.29,2017-05-09,2017-05-09,On Time,555.0300000000001
PUR006471,2017-05-05,ST034,SUP012,OFF-BI-10002225,2,10.97,2017-05-11,2017-05-16,Late,21.94
PUR006472,2017-05-05,ST391,SUP001,OFF-EN-10003567,10,12.29,2017-05-09,2017-05-10,Late,122.89999999999999
PUR006473,2017-05-05,ST151,SUP006,OFF-ST-10001505,4,4.9,2017-05-09,2017-05-10,Late,19.6
PUR006474,2017-05-05,ST377,SUP008,OFF-BI-10003712,16,2.45,2017-05-08,2017-05-08,On Time,39.2
PUR006475,2017-05-05,ST494,SUP004,OFF-PA-10004675,12,3.57,2017-05-12,2017-05-15,Late,42.839999999999996
PUR006476,2017-05-05,ST367,SUP013,OFF-AP-10002287,2,2.95,2017-05-09,2017-05-11,Late,5.9
PUR006477,2017-05-05,ST199,SUP004,OFF-AP-10002906,15,1.59,2017-05-09,2017-05-11,Late,23.85
PUR006478,2017-05-05,ST133,SUP005,TEC-PH-10004094,15,110.69,2017-05-09,2017-05-12,Late,1660.35
PUR006479,2017-05-05,ST533,SUP003,FUR-FU-10003194,13,7.02,2017-05-09,2017-05-11,Late,91.25999999999999
PUR006480,2017-05-05,ST225,SUP014,FUR-FU-10004020,6,3.36,2017-05-11,2017-05-15,Late,20.16
PUR006481,2017-05-20,ST594,SUP013,OFF-AR-10003602,7,2.9,2017-05-24,2017-05-23,Early,20.3
PUR006482,2017-05-20,ST483,SUP004,FUR-BO-10003966,3,135.96,2017-05-23,2017-05-22,Early,407.88
PUR006483,2017-05-20,ST146,SUP005,OFF-LA-10000443,19,2.03,2017-05-24,2017-05-25,Late,38.56999999999999
PUR006484,2017-05-20,ST012,SUP008,OFF-ST-10000642,3,18.36,2017-05-25,2017-05-25,On Time,55.08
PUR006485,2017-05-20,ST202,SUP013,TEC-AC-10004227,8,11.56,2017-05-23,2017-05-27,Late,92.48
PUR006486,2017-05-20,ST216,SUP009,OFF-LA-10003223,19,2.7,2017-05-27,2017-05-28,Late,51.300000000000004
PUR006487,2017-05-20,ST085,SUP013,TEC-PH-10001750,13,47.2,2017-05-24,2017-05-25,Late,613.6
PUR006488,2017-05-20,ST013,SUP011,OFF-SU-10001165,17,6.65,2017-05-25,2017-05-27,Late,113.05000000000001
PUR006489,2017-05-20,ST537,SUP010,FUR-FU-10003724,9,6.12,2017-05-25,2017-05-30,Late,55.08
PUR006490,2017-05-20,ST586,SUP007,OFF-PA-10003441,5,3.35,2017-05-26,2017-05-29,Late,16.75
PUR006491,2017-05-20,ST396,SUP011,FUR-CH-10004287,2,211.54,2017-05-25,2017-05-26,Late,423.08
PUR006492,2017-05-20,ST148,SUP012,TEC-PH-10001530,13,221.58,2017-05-23,2017-05-24,Late,2880.54
PUR006493,2017-05-20,ST228,SUP009,OFF-BI-10004656,17,1.16,2017-05-26,2017-05-29,Late,19.72
PUR006494,2017-05-20,ST331,SUP001,TEC-AC-10003628,7,16.58,2017-05-24,2017-05-28,Late,116.05999999999999
PUR006495,2017-05-20,ST203,SUP008,OFF-PA-10002246,6,3.37,2017-05-27,2017-05-29,Late,20.22
PUR006496,2017-05-20,ST210,SUP010,OFF-PA-10004100,18,3.39,2017-05-25,2017-05-29,Late,61.02
PUR006497,2017-05-20,ST219,SUP009,OFF-ST-10000876,6,9.0,2017-05-27,2017-05-26,Early,54.0
PUR006498,2017-05-20,ST622,SUP010,OFF-PA-10001667,9,3.36,2017-05-26,2017-05-30,Late,30.24
PUR006499,2017-05-20,ST217,SUP011,OFF-AR-10003394,18,2.3,2017-05-23,2017-05-27,Late,41.4
PUR006500,2017-05-20,ST097,SUP003,OFF-LA-10003121,13,2.02,2017-05-27,2017-05-30,Late,26.26
PUR006501,2017-05-20,ST431,SUP014,FUR-FU-10000308,13,51.0,2017-05-25,2017-05-30,Late,663.0
PUR006502,2017-05-20,ST031,SUP011,OFF-AP-10000576,13,59.51,2017-05-24,2017-05-25,Late,773.63
PUR006503,2017-05-20,ST537,SUP007,OFF-ST-10002352,2,5.78,2017-05-26,2017-05-30,Late,11.56
PUR006504,2017-05-20,ST229,SUP008,TEC-AC-10003063,3,19.37,2017-05-25,2017-05-27,Late,58.11
PUR006505,2017-05-20,ST305,SUP014,OFF-ST-10002406,15,10.72,2017-05-27,2017-05-30,Late,160.8
PUR006506,2017-05-20,ST573,SUP003,TEC-PH-10002564,19,20.69,2017-05-27,2017-05-28,Late,393.11
PUR006507,2017-05-20,ST237,SUP001,FUR-FU-10003192,4,70.88,2017-05-27,2017-05-28,Late,283.52
PUR006508,2017-05-20,ST481,SUP014,OFF-BI-10001294,7,6.19,2017-05-26,2017-05-26,On Time,43.330000000000005
PUR006509,2017-05-20,ST580,SUP006,OFF-BI-10001524,6,10.04,2017-05-26,2017-05-26,On Time,60.239999999999995
PUR006510,2017-05-20,ST425,SUP010,TEC-AC-10001284,16,12.75,2017-05-24,2017-05-27,Late,204.0
PUR006511,2017-05-20,ST611,SUP015,OFF-PA-10000241,10,17.43,2017-05-25,2017-05-24,Early,174.3
PUR006512,2017-05-20,ST329,SUP006,FUR-CH-10000665,8,106.88,2017-05-25,2017-05-27,Late,855.04
PUR006513,2017-05-20,ST377,SUP011,FUR-FU-10000260,13,5.11,2017-05-24,2017-05-23,Early,66.43
PUR006514,2017-05-20,ST223,SUP008,OFF-BI-10000545,17,346.87,2017-05-23,2017-05-22,Early,5896.79
PUR006515,2017-05-20,ST017,SUP002,OFF-BI-10003355,6,2.71,2017-05-24,2017-05-28,Late,16.259999999999998
PUR006516,2017-05-20,ST386,SUP007,OFF-AR-10002952,16,10.46,2017-05-24,2017-05-28,Late,167.36
PUR006517,2017-05-20,ST473,SUP007,OFF-AR-10004648,7,14.27,2017-05-24,2017-05-28,Late,99.89
PUR006518,2017-05-20,ST210,SUP012,OFF-FA-10000621,7,1.71,2017-05-25,2017-05-28,Late,11.969999999999999
PUR006519,2017-05-20,ST613,SUP004,OFF-BI-10002571,16,5.04,2017-05-23,2017-05-25,Late,80.64
PUR006520,2017-05-20,ST595,SUP002,OFF-ST-10000991,14,100.48,2017-05-23,2017-05-22,Early,1406.72
PUR006521,2017-05-20,ST442,SUP009,OFF-AR-10004930,2,4.31,2017-05-26,2017-05-30,Late,8.62
PUR006522,2017-05-20,ST158,SUP004,TEC-PH-10002923,2,28.34,2017-05-26,2017-05-27,Late,56.68
PUR006523,2017-05-20,ST572,SUP008,OFF-AR-10001419,11,3.14,2017-05-27,2017-05-31,Late,34.54
PUR006524,2017-05-20,ST366,SUP009,TEC-PH-10001552,8,8.89,2017-05-27,2017-05-28,Late,71.12
PUR006525,2017-05-20,ST060,SUP007,FUR-FU-10000448,10,13.94,2017-05-27,2017-05-31,Late,139.4
PUR006526,2017-05-20,ST100,SUP008,OFF-AR-10003045,2,1.65,2017-05-26,2017-05-27,Late,3.3
PUR006527,2017-05-20,ST111,SUP009,TEC-PH-10001425,13,59.19,2017-05-23,2017-05-24,Late,769.47
PUR006528,2017-05-20,ST253,SUP014,OFF-ST-10003123,13,26.57,2017-05-25,2017-05-27,Late,345.41
PUR006529,2017-05-20,ST308,SUP014,FUR-FU-10003799,15,13.4,2017-05-25,2017-05-27,Late,201.0
PUR006530,2017-05-20,ST553,SUP004,OFF-AR-10003631,8,3.37,2017-05-26,2017-05-31,Late,26.96
PUR006531,2017-05-20,ST334,SUP012,OFF-AR-10001246,19,2.25,2017-05-24,2017-05-27,Late,42.75
PUR006532,2017-05-20,ST399,SUP006,OFF-BI-10003694,20,5.11,2017-05-26,2017-05-27,Late,102.2
PUR006533,2017-05-20,ST556,SUP008,OFF-ST-10002444,4,8.94,2017-05-25,2017-05-29,Late,35.76
PUR006534,2017-05-20,ST542,SUP010,TEC-MA-10002428,16,84.26,2017-05-27,2017-05-30,Late,1348.16
PUR006535,2017-05-20,ST252,SUP005,OFF-ST-10000419,9,14.73,2017-05-25,2017-05-26,Late,132.57
PUR006536,2017-05-20,ST521,SUP007,TEC-PH-10001580,3,100.63,2017-05-25,2017-05-28,Late,301.89
PUR006537,2017-05-20,ST162,SUP007,OFF-PA-10004911,8,4.88,2017-05-25,2017-05-24,Early,39.04
PUR006538,2017-05-20,ST585,SUP009,OFF-BI-10001628,6,5.44,2017-05-27,2017-06-01,Late,32.64
PUR006539,2017-05-20,ST623,SUP013,TEC-PH-10003012,14,104.53,2017-05-24,2017-05-25,Late,1463.42
PUR006540,2017-05-20,ST238,SUP014,FUR-CH-10002304,9,18.7,2017-05-25,2017-05-26,Late,168.29999999999998
PUR006541,2017-05-20,ST182,SUP006,OFF-ST-10000563,18,28.24,2017-05-23,2017-05-23,On Time,508.32
PUR006542,2017-05-20,ST033,SUP007,TEC-AC-10002049,5,161.31,2017-05-24,2017-05-27,Late,806.55
PUR006543,2017-05-20,ST560,SUP009,FUR-FU-10003976,16,7.58,2017-05-23,2017-05-23,On Time,121.28
PUR006544,2017-05-20,ST298,SUP007,FUR-CH-10002965,12,157.51,2017-05-26,2017-05-28,Late,1890.12
PUR006545,2017-05-20,ST061,SUP010,OFF-EN-10000056,2,35.65,2017-05-24,2017-05-26,Late,71.3
PUR006546,2017-05-20,ST471,SUP005,OFF-BI-10000309,14,7.39,2017-05-26,2017-05-30,Late,103.46
PUR006547,2017-05-20,ST084,SUP012,OFF-AR-10000823,20,1.21,2017-05-26,2017-05-25,Early,24.2
PUR006548,2017-05-20,ST347,SUP013,OFF-PA-10001776,7,4.6,2017-05-23,2017-05-28,Late,32.199999999999996
PUR006549,2017-05-20,ST415,SUP014,OFF-BI-10001132,9,2.87,2017-05-25,2017-05-26,Late,25.830000000000002
PUR006550,2017-05-20,ST515,SUP012,TEC-PH-10002496,19,115.5,2017-05-23,2017-05-27,Late,2194.5
PUR006551,2017-05-20,ST044,SUP001,OFF-PA-10000289,20,3.64,2017-05-25,2017-05-24,Early,72.8
PUR006552,2017-05-20,ST221,SUP004,OFF-PA-10003016,12,1.73,2017-05-24,2017-05-25,Late,20.759999999999998
PUR006553,2017-05-20,ST411,SUP007,OFF-EN-10003567,6,12.45,2017-05-23,2017-05-22,Early,74.69999999999999
PUR006554,2017-05-20,ST001,SUP006,OFF-LA-10000973,9,1.64,2017-05-23,2017-05-23,On Time,14.76
PUR006555,2017-05-20,ST494,SUP014,OFF-PA-10001471,20,3.82,2017-05-24,2017-05-29,Late,76.39999999999999
PUR006556,2017-05-20,ST032,SUP015,TEC-AC-10004877,18,5.73,2017-05-23,2017-05-23,On Time,103.14000000000001
PUR006557,2017-05-20,ST477,SUP014,OFF-PA-10000482,11,21.36,2017-05-23,2017-05-26,Late,234.95999999999998
PUR006558,2017-05-20,ST057,SUP009,OFF-BI-10002225,4,11.62,2017-05-26,2017-05-30,Late,46.48
PUR006559,2017-05-20,ST582,SUP010,TEC-AC-10004171,4,57.09,2017-05-27,2017-05-26,Early,228.36
PUR006560,2017-05-20,ST383,SUP011,TEC-AC-10002076,8,55.11,2017-05-23,2017-05-24,Late,440.88
PUR006561,2017-06-05,ST608,SUP002,FUR-CH-10002439,12,39.82,2017-06-09,2017-06-14,Late,477.84000000000003
PUR006562,2017-06-05,ST084,SUP008,OFF-AR-10004062,20,7.72,2017-06-12,2017-06-14,Late,154.4
PUR006563,2017-06-05,ST550,SUP001,OFF-BI-10000829,17,2.22,2017-06-08,2017-06-12,Late,37.74
PUR006564,2017-06-05,ST612,SUP003,OFF-BI-10002813,11,1.11,2017-06-09,2017-06-13,Late,12.21
PUR006565,2017-06-05,ST572,SUP014,TEC-PH-10001336,7,96.18,2017-06-10,2017-06-09,Early,673.26
PUR006566,2017-06-05,ST104,SUP012,FUR-FU-10001889,17,7.64,2017-06-12,2017-06-14,Late,129.88
PUR006567,2017-06-05,ST226,SUP010,FUR-TA-10002530,4,119.44,2017-06-09,2017-06-14,Late,477.76
PUR006568,2017-06-05,ST287,SUP004,FUR-FU-10001706,6,1.47,2017-06-12,2017-06-13,Late,8.82
PUR006569,2017-06-05,ST577,SUP001,OFF-AR-10004602,7,18.08,2017-06-10,2017-06-09,Early,126.55999999999999
PUR006570,2017-06-05,ST219,SUP014,OFF-BI-10004654,3,5.04,2017-06-11,2017-06-16,Late,15.120000000000001
PUR006571,2017-06-05,ST508,SUP008,OFF-LA-10004689,4,1.67,2017-06-10,2017-06-13,Late,6.68
PUR006572,2017-06-05,ST460,SUP003,FUR-BO-10002916,19,134.3,2017-06-10,2017-06-13,Late,2551.7000000000003
PUR006573,2017-06-05,ST070,SUP002,OFF-BI-10004967,2,1.08,2017-06-09,2017-06-11,Late,2.16
PUR006574,2017-06-05,ST236,SUP011,TEC-PH-10004977,6,145.3,2017-06-08,2017-06-10,Late,871.8000000000001
PUR006575,2017-06-05,ST076,SUP006,OFF-PA-10004092,20,26.9,2017-06-11,2017-06-12,Late,538.0
PUR006576,2017-06-05,ST113,SUP003,TEC-PH-10004667,17,101.97,2017-06-08,2017-06-11,Late,1733.49
PUR006577,2017-06-05,ST065,SUP011,OFF-BI-10000174,15,2.74,2017-06-12,2017-06-11,Early,41.1
PUR006578,2017-06-05,ST236,SUP003,OFF-FA-10003495,5,3.14,2017-06-12,2017-06-17,Late,15.700000000000001
PUR006579,2017-06-05,ST333,SUP003,OFF-SU-10000381,9,6.21,2017-06-10,2017-06-13,Late,55.89
PUR006580,2017-06-05,ST139,SUP010,OFF-AR-10001954,18,3.76,2017-06-08,2017-06-10,Late,67.67999999999999
PUR006581,2017-06-05,ST292,SUP013,OFF-EN-10004030,6,1.81,2017-06-10,2017-06-13,Late,10.86
PUR006582,2017-06-05,ST518,SUP012,FUR-FU-10004973,15,11.05,2017-06-12,2017-06-17,Late,165.75
PUR006583,2017-06-05,ST597,SUP015,OFF-SU-10001165,5,6.6,2017-06-11,2017-06-15,Late,33.0
PUR006584,2017-06-05,ST561,SUP007,OFF-PA-10002552,5,3.42,2017-06-08,2017-06-09,Late,17.1
PUR006585,2017-06-05,ST092,SUP003,OFF-PA-10004355,13,3.05,2017-06-08,2017-06-08,On Time,39.65
PUR006586,2017-06-05,ST433,SUP013,OFF-PA-10002245,3,3.51,2017-06-08,2017-06-11,Late,10.53
PUR006587,2017-06-05,ST106,SUP005,OFF-BI-10001718,5,33.26,2017-06-12,2017-06-17,Late,166.29999999999998
PUR006588,2017-06-05,ST417,SUP012,OFF-FA-10001561,2,1.39,2017-06-08,2017-06-11,Late,2.78
PUR006589,2017-06-05,ST105,SUP008,OFF-ST-10003816,4,140.87,2017-06-10,2017-06-09,Early,563.48
